data_venda,id_venda,tipo_cliente,produto,marca,quantidade,preco_unitario,canal_venda,forma_pagamento,cnpj
2024-01-19,207657,comercio,galao_25l,Lindoya,41,26.0,telefone,dinheiro,14.898.803/0001-62
Jan-13-24,207658,comercio,galao_25l,Bonafont,-5,26.0,comercial,debito,78.361.448/0001-47
Jan-06-24,207659,consumidor_final,agua_500ml,Minalba,6,2.5,telefone,dinheiro,
25-01-2024,207660,comercio,galao_25l,Lindoya,17,26.0,balcao,credito,33.151.781/0001-29
Jan-28-24,207661,comercio,agua_500ml,Crystal,17,2.5,whatsapp,boleto,98.472.522/0001-82
Jan-02-24,207662,consumidor_final,galao_25l,Lindoya,35,"26,0",telefone,debito,
15/01/2024,207663,consumidor_final,gas_p45,Copagaz,25,"R$ 380,0",whatsapp,pix,
23-01-2024,207664,comercio,agua_500ml,Minalba,26,2.5,telefone,credito,34.145.708/0001-72
Jan-12-24,207665,comercio,gas_p13,Liquigás,28,"110,0",telefone,boleto,41.627.957/0001-26
09/01/2024,207666,comercio,galao_25l,Bonafont,26,"26,0",telefone,debito,
07-01-2024,207667,comercio,gas_p13,Ultragaz,36,110.0,telefone,pix,99.931.408/0001-98
28/01/2024,207668,consumidor_final,agua_500ml,Crystal,17,2.5,balcao,dinheiro,
14-01-2024,207669,comercio,gas_p45,Fogás,12,"R$ 380,0",balcao,debito,34.329.408/0001-25
08/01/2024,207670,comercio,gas_p45,Copagaz,48,380.0,whatsapp,boleto,72.988.639/0001-93
Jan-12-24,207671,comercio,gas_p45,Copagaz,-5,"R$ 380,0",balcao,dinheiro,37.121.290/0001-76
2024-01-18,207672,comercio,gas_p13,Liquigás,33,110.0,telefone,debito,42.170.839/0001-33
Jan-31-24,207673,comercio,galao_25l,Lindoya,47,"26,0",balcao,boleto,72.925.355/0001-77
26-01-2024,207674,consumidor_final,agua_500ml,Minalba,13,2.5,comercial,debito,
22-01-2024,207675,comercio,galao_25l,Bonafont,9,26.0,comercial,debito,94.377.952/0001-37
15/01/2024,207676,consumidor_final,agua_500ml,Crystal,18,2.5,comercial,,
14/01/2024,207677,comercio,gas_p45,Fogás,26,380.0,balcao,dinheiro,68.258.963/0001-91
2024-01-08,207678,comercio,gas_p13,Ultragaz,19,110.0,comercial,credito,67.116.363/0001-95
Jan-15-24,207679,comercio,gas_p45,Fogás,32,380.0,balcao,debito,26.350.656/0001-36
20-01-2024,207680,comercio,gas_p13,Liquigás,21,110.0,whatsapp,debito,15.339.620/0001-27
11/01/2024,207681,comercio,gas_p13,Ultragaz,7,110.0,whatsapp,boleto,39.891.553/0001-39
2024-01-03,207682,comercio,agua_500ml,Crystal,12,2.5,comercial,debito,60.840.444/0001-87
2024-01-23,207683,comercio,gas_p45,Copagaz,47,380.0,comercial,dinheiro,56.553.467/0001-56
Jan-08-24,207684,comercio,agua_500ml,Crystal,18,2.5,comercial,boleto,25.857.209/0001-85
2024-01-20,207685,comercio,gas_p45,Fogás,25,380.0,balcao,credito,78.154.289/0001-48
21-01-2024,207686,comercio,gas_p13,Liquigás,33,110.0,comercial,credito,85.989.969/0001-51
Jan-30-24,207687,consumidor_final,agua_500ml,Crystal,11,2.5,balcao,dinheiro,
18/01/2024,207688,comercio,gas_p13,Liquigás,17,110.0,comercial,boleto,54.779.798/0001-28
Jan-31-24,207689,comercio,agua_500ml,Crystal,29,2.5,whatsapp,pix,21.531.416/0001-84
29-01-2024,207690,consumidor_final,gas_p13,Liquigás,16,110.0,balcao,debito,
05-01-2024,207691,comercio,agua_500ml,Crystal,30,2.5,balcao,pix,28.600.229/0001-98
2024-01-13,207692,consumidor_final,agua_500ml,Minalba,33,2.5,whatsapp,credito,
20-01-2024,207693,consumidor_final,agua_500ml,Crystal,5,2.5,whatsapp,boleto,
Jan-06-24,207694,comercio,gas_p45,Copagaz,21,380.0,comercial,,53.336.453/0001-95
01-01-2024,207695,consumidor_final,agua_500ml,Minalba,11,2.5,whatsapp,boleto,
24-01-2024,207696,comercio,gas_p45,Copagaz,44,"R$ 380,0",balcao,boleto,54.378.997/0001-31
23/01/2024,207697,consumidor_final,agua_500ml,Crystal,25,2.5,whatsapp,,
2024-01-01,207698,comercio,gas_p45,Copagaz,7,"R$ 380,0",comercial,debito,84.891.440/0001-70
Jan-16-24,207699,comercio,agua_500ml,Minalba,18,2.5,comercial,dinheiro,92.211.783/0001-93
11/01/2024,207700,comercio,agua_500ml,Minalba,26,2.5,balcao,debito,68.138.335/0001-79
Jan-06-24,207701,comercio,galao_25l,Lindoya,38,26.0,comercial,dinheiro,19.467.579/0001-94
05/01/2024,207702,comercio,gas_p45,Copagaz,20,380.0,comercial,credito,51.154.507/0001-87
Jan-13-24,207703,consumidor_final,agua_500ml,Crystal,3,2.5,balcao,boleto,
13-01-2024,207704,comercio,gas_p13,Ultragaz,10,110.0,telefone,credito,24.644.552/0001-30
2024-01-20,207705,consumidor_final,agua_500ml,Minalba,20,2.5,whatsapp,credito,
2024-01-02,207706,consumidor_final,gas_p45,Fogás,14,380.0,balcao,boleto,
Jan-05-24,207707,comercio,agua_500ml,Minalba,31,2.5,balcao,pix,80.729.253/0001-53
Jan-02-24,207708,consumidor_final,galao_25l,Lindoya,10,26.0,whatsapp,debito,
29-01-2024,207709,comercio,gas_p13,Liquigás,14,110.0,balcao,pix,80.129.185/0001-46
17-01-2024,207710,consumidor_final,agua_500ml,Crystal,21,2.5,comercial,debito,
31-01-2024,207711,consumidor_final,gas_p13,Liquigás,38,110.0,balcao,pix,
09-01-2024,207712,comercio,agua_500ml,Minalba,1,2.5,balcao,,55.968.905/0001-43
12/01/2024,207713,comercio,gas_p13,Liquigás,28,"110,0",telefone,debito,20.641.157/0001-27
2024-01-25,207714,comercio,gas_p13,Liquigás,11,110.0,whatsapp,boleto,28.221.780/0001-35
Jan-16-24,207715,comercio,agua_500ml,Crystal,50,"R$ 2,5",balcao,credito,94.122.481/0001-27
2024-01-10,207716,comercio,galao_25l,Lindoya,4,26.0,telefone,credito,52.132.194/0001-19
2024-01-06,207717,comercio,gas_p13,Liquigás,3,110.0,whatsapp,,33.434.852/0001-50
29/01/2024,207718,comercio,gas_p13,Ultragaz,15,110.0,comercial,,64.539.195/0001-33
2024-01-16,207719,comercio,agua_500ml,Crystal,33,2.5,telefone,pix,
27-01-2024,207720,comercio,galao_25l,Lindoya,28,26.0,whatsapp,boleto,
Jan-15-24,207721,comercio,agua_500ml,Minalba,45,2.5,comercial,debito,40.315.413/0001-54
Jan-30-24,207722,comercio,galao_25l,Bonafont,21,"26,0",telefone,credito,26.544.141/0001-58
26-01-2024,207723,comercio,gas_p45,Copagaz,5,380.0,balcao,debito,40.645.517/0001-12
09/01/2024,207724,comercio,agua_500ml,Minalba,17,2.5,whatsapp,boleto,50.939.466/0001-15
2024-01-06,207725,comercio,gas_p13,Ultragaz,16,110.0,telefone,boleto,57.171.724/0001-28
2024-01-04,207726,comercio,agua_500ml,Crystal,8,2.5,telefone,credito,37.373.349/0001-62
2024-01-07,207727,comercio,gas_p45,Fogás,26,380.0,balcao,pix,57.543.504/0001-61
2024-01-23,207728,comercio,gas_p13,Liquigás,26,110.0,balcao,debito,44.982.514/0001-49
2024-01-28,207729,consumidor_final,agua_500ml,Crystal,5,"2,5",balcao,credito,
25-01-2024,207730,comercio,gas_p45,Fogás,17,380.0,whatsapp,dinheiro,
Jan-14-24,207731,consumidor_final,gas_p45,Copagaz,8,"R$ 380,0",comercial,debito,
20/01/2024,207732,consumidor_final,gas_p45,Fogás,10,380.0,telefone,dinheiro,
16-01-2024,207733,comercio,gas_p45,Copagaz,39,380.0,telefone,boleto,68.954.710/0001-95
11-01-2024,207734,comercio,gas_p45,Fogás,21,"380,0",comercial,credito,55.245.618/0001-13
03-01-2024,207735,consumidor_final,gas_p45,Copagaz,3,380.0,balcao,debito,
31-01-2024,207736,comercio,galao_25l,Bonafont,43,26.0,telefone,dinheiro,74.641.114/0001-49
2024-01-26,207737,consumidor_final,agua_500ml,Minalba,50,2.5,telefone,pix,
2024-01-13,207738,comercio,agua_500ml,Minalba,10,"2,5",telefone,pix,20.748.925/0001-79
06-01-2024,207739,comercio,gas_p13,Ultragaz,24,110.0,balcao,debito,45.524.374/0001-10
Jan-12-24,207740,consumidor_final,agua_500ml,Minalba,42,2.5,telefone,credito,
2024-01-02,207741,comercio,gas_p45,Copagaz,20,380.0,comercial,,
Jan-22-24,207742,comercio,galao_25l,Lindoya,41,26.0,telefone,debito,59.472.144/0001-29
28-01-2024,207743,comercio,gas_p13,Ultragaz,46,110.0,balcao,boleto,16.436.193/0001-47
2024-01-24,207744,comercio,gas_p13,Ultragaz,42,110.0,whatsapp,credito,92.759.917/0001-99
2024-01-15,207745,comercio,gas_p13,Liquigás,21,110.0,telefone,dinheiro,67.296.636/0001-72
2024-01-12,207746,comercio,galao_25l,Lindoya,18,26.0,whatsapp,dinheiro,73.520.111/0001-27
Jan-20-24,207747,comercio,galao_25l,Lindoya,23,"R$ 26,0",whatsapp,dinheiro,
20-01-2024,207748,comercio,gas_p13,Liquigás,19,110.0,balcao,pix,90.264.390/0001-70
18/01/2024,207749,comercio,gas_p45,Copagaz,8,380.0,balcao,,37.528.913/0001-37
2024-01-16,207750,comercio,galao_25l,Lindoya,7,26.0,balcao,pix,52.241.554/0001-49
2024-01-29,207751,consumidor_final,galao_25l,Bonafont,39,26.0,balcao,credito,
Jan-22-24,207752,comercio,gas_p45,Copagaz,27,380.0,whatsapp,pix,18.136.237/0001-56
03/01/2024,207753,consumidor_final,gas_p13,Ultragaz,14,110.0,comercial,pix,
10-01-2024,207754,comercio,gas_p13,Ultragaz,25,"R$ 110,0",comercial,boleto,13.812.233/0001-56
27-01-2024,207755,comercio,galao_25l,Lindoya,-5,26.0,comercial,,53.840.541/0001-72
Jan-24-24,207756,consumidor_final,gas_p13,Liquigás,44,110.0,whatsapp,,
09/01/2024,207757,comercio,agua_500ml,Crystal,25,2.5,whatsapp,debito,57.731.437/0001-64
2024-01-17,207758,consumidor_final,galao_25l,Lindoya,39,26.0,telefone,dinheiro,
2024-01-09,207759,comercio,galao_25l,Bonafont,32,26.0,comercial,boleto,23.602.766/0001-60
24-01-2024,207760,comercio,gas_p13,Liquigás,38,"R$ 110,0",whatsapp,pix,21.780.962/0001-37
Jan-25-24,207761,comercio,gas_p45,Copagaz,17,380.0,balcao,dinheiro,92.800.238/0001-62
Jan-07-24,207762,comercio,agua_500ml,Crystal,27,2.5,balcao,credito,10.290.300/0001-54
08/01/2024,207763,comercio,gas_p45,Fogás,26,380.0,telefone,pix,
26/01/2024,207764,comercio,agua_500ml,Crystal,6,2.5,comercial,credito,40.965.292/0001-40
2024-01-23,207765,comercio,gas_p13,Liquigás,41,"R$ 110,0",whatsapp,dinheiro,12.640.273/0001-35
2024-01-19,207766,consumidor_final,gas_p13,Ultragaz,30,110.0,comercial,credito,
13/01/2024,207767,comercio,agua_500ml,Minalba,28,2.5,comercial,dinheiro,98.147.894/0001-62
Jan-06-24,207768,consumidor_final,galao_25l,Bonafont,1,26.0,comercial,dinheiro,
03-01-2024,207769,comercio,galao_25l,Bonafont,46,26.0,balcao,boleto,38.251.588/0001-87
Jan-15-24,207770,consumidor_final,gas_p13,Ultragaz,16,110.0,balcao,pix,
2024-01-02,207771,comercio,gas_p13,Ultragaz,13,110.0,comercial,pix,29.937.660/0001-21
22/01/2024,207772,comercio,gas_p13,Ultragaz,2,110.0,comercial,pix,54.740.647/0001-38
15/01/2024,207773,comercio,galao_25l,Bonafont,45,"26,0",comercial,dinheiro,91.177.221/0001-64
25/01/2024,207774,comercio,gas_p45,Fogás,17,"380,0",balcao,credito,27.980.688/0001-88
2024-01-09,207775,comercio,gas_p45,Copagaz,17,380.0,balcao,dinheiro,33.903.996/0001-31
2024-01-25,207776,comercio,agua_500ml,Crystal,37,2.5,whatsapp,,64.735.227/0001-75
2024-01-01,207777,comercio,gas_p45,Copagaz,30,380.0,balcao,boleto,
Jan-11-24,207778,comercio,galao_25l,Bonafont,17,26.0,telefone,debito,84.357.953/0001-35
Jan-31-24,207779,comercio,agua_500ml,Minalba,24,2.5,comercial,credito,
10/01/2024,,comercio,gas_p45,Copagaz,7,380.0,telefone,dinheiro,26.104.319/0001-36
06-01-2024,207781,comercio,galao_25l,Lindoya,29,26.0,whatsapp,dinheiro,60.572.818/0001-87
2024-01-15,207782,comercio,agua_500ml,Crystal,41,2.5,telefone,pix,93.453.623/0001-46
2024-01-18,207783,comercio,agua_500ml,Crystal,17,2.5,comercial,debito,43.471.531/0001-80
2024-01-04,207784,comercio,galao_25l,Lindoya,3,"26,0",comercial,dinheiro,71.616.542/0001-87
07-01-2024,207785,consumidor_final,agua_500ml,Crystal,35,2.5,comercial,pix,
Jan-05-24,207786,consumidor_final,gas_p13,Ultragaz,38,110.0,comercial,debito,
2024-01-08,207787,comercio,galao_25l,Lindoya,31,26.0,whatsapp,debito,79.664.161/0001-77
11-01-2024,207788,comercio,agua_500ml,Minalba,19,2.5,telefone,credito,28.728.194/0001-36
2024-01-10,207789,comercio,agua_500ml,Minalba,49,"2,5",balcao,dinheiro,81.374.562/0001-94
Jan-15-24,207790,comercio,galao_25l,Lindoya,12,26.0,telefone,dinheiro,79.216.579/0001-84
Jan-17-24,207791,comercio,agua_500ml,Minalba,31,2.5,telefone,debito,27.768.616/0001-77
2024-01-02,207792,comercio,gas_p45,Fogás,41,380.0,balcao,credito,60.976.796/0001-36
2024-01-10,207793,comercio,gas_p13,Ultragaz,11,110.0,balcao,dinheiro,36.861.311/0001-11
2024-01-12,207794,comercio,gas_p13,Ultragaz,27,110.0,comercial,dinheiro,49.132.262/0001-71
2024-01-10,207795,comercio,gas_p13,Liquigás,45,110.0,balcao,debito,22.654.688/0001-33
05-01-2024,207796,comercio,galao_25l,Lindoya,5,26.0,telefone,boleto,12.247.786/0001-40
Jan-11-24,207797,consumidor_final,gas_p45,Copagaz,25,380.0,comercial,pix,
2024-01-30,207798,comercio,gas_p45,Copagaz,34,"380,0",comercial,credito,11.664.724/0001-27
Jan-23-24,207799,consumidor_final,gas_p13,Ultragaz,31,110.0,comercial,credito,
01-01-2024,207800,comercio,galao_25l,Bonafont,-5,26.0,whatsapp,dinheiro,31.539.257/0001-15
21/01/2024,207801,comercio,gas_p13,Liquigás,8,110.0,telefone,pix,89.478.290/0001-83
13-01-2024,207802,comercio,agua_500ml,Crystal,18,2.5,balcao,debito,67.177.684/0001-77
2024-01-03,207803,comercio,gas_p45,Copagaz,11,380.0,whatsapp,pix,84.791.514/0001-36
07/01/2024,207804,comercio,gas_p45,Fogás,1,380.0,balcao,pix,36.490.982/0001-97
2024-01-24,207805,consumidor_final,gas_p45,Fogás,-5,380.0,comercial,credito,
05/01/2024,207806,comercio,gas_p13,Liquigás,48,110.0,whatsapp,dinheiro,11.987.123/0001-28
02-01-2024,207807,comercio,gas_p13,Ultragaz,40,110.0,telefone,dinheiro,57.214.825/0001-37
03/01/2024,207808,comercio,gas_p45,Fogás,35,380.0,comercial,boleto,50.366.447/0001-46
17/01/2024,207809,comercio,gas_p13,Ultragaz,13,110.0,balcao,pix,39.664.452/0001-24
Jan-04-24,207810,comercio,gas_p13,Ultragaz,33,110.0,balcao,credito,14.183.463/0001-72
25-01-2024,207811,comercio,gas_p45,Fogás,25,380.0,comercial,debito,63.402.792/0001-28
2024-01-13,207812,comercio,gas_p45,Copagaz,49,380.0,whatsapp,debito,58.725.843/0001-65
16-01-2024,207813,comercio,galao_25l,Lindoya,41,26.0,comercial,boleto,87.846.117/0001-99
Jan-19-24,207814,comercio,gas_p13,Ultragaz,36,110.0,whatsapp,dinheiro,74.339.655/0001-27
Jan-19-24,207815,comercio,agua_500ml,Minalba,47,2.5,balcao,dinheiro,85.688.107/0001-18
2024-01-08,207816,comercio,agua_500ml,Crystal,12,2.5,whatsapp,,55.371.690/0001-32
2024-01-07,207817,comercio,gas_p13,Liquigás,48,"110,0",whatsapp,debito,48.637.663/0001-57
26-01-2024,207818,comercio,gas_p13,Liquigás,39,110.0,telefone,boleto,15.590.672/0001-33
30-01-2024,207819,comercio,gas_p45,Copagaz,36,380.0,whatsapp,credito,67.586.240/0001-23
02-01-2024,207820,comercio,agua_500ml,Crystal,21,2.5,balcao,debito,88.113.779/0001-33
28-01-2024,207821,comercio,agua_500ml,Crystal,9,2.5,balcao,credito,38.116.307/0001-53
2024-01-17,207822,comercio,gas_p45,Copagaz,39,380.0,balcao,boleto,53.987.303/0001-19
02/01/2024,207823,comercio,gas_p13,Liquigás,24,110.0,telefone,debito,54.422.766/0001-36
15-01-2024,207824,consumidor_final,gas_p13,Ultragaz,42,110.0,balcao,credito,
Jan-26-24,207825,comercio,gas_p45,Fogás,40,"380,0",whatsapp,boleto,59.944.766/0001-72
25-01-2024,207826,comercio,gas_p45,Copagaz,18,"R$ 380,0",balcao,,86.712.471/0001-97
Jan-19-24,207827,consumidor_final,gas_p45,Copagaz,19,380.0,balcao,pix,
21-01-2024,207828,consumidor_final,gas_p45,Copagaz,31,380.0,whatsapp,credito,
13/01/2024,207829,comercio,gas_p13,Ultragaz,21,110.0,whatsapp,credito,27.739.977/0001-59
2024-01-21,207830,comercio,agua_500ml,Minalba,49,2.5,comercial,dinheiro,29.381.373/0001-33
Jan-26-24,207831,comercio,galao_25l,Lindoya,35,26.0,comercial,credito,64.527.521/0001-94
11-01-2024,207832,comercio,gas_p45,Fogás,43,380.0,whatsapp,boleto,10.513.806/0001-48
31-01-2024,207833,consumidor_final,agua_500ml,Minalba,49,2.5,telefone,boleto,
03-01-2024,207834,comercio,gas_p45,Fogás,46,380.0,balcao,boleto,81.275.860/0001-86
Jan-26-24,207835,comercio,agua_500ml,Minalba,28,2.5,comercial,debito,79.725.367/0001-75
20-01-2024,207836,comercio,gas_p13,Liquigás,1,110.0,whatsapp,boleto,58.439.833/0001-75
2024-01-09,207837,consumidor_final,galao_25l,Lindoya,20,"R$ 26,0",balcao,dinheiro,
Jan-10-24,207838,comercio,agua_500ml,Minalba,10,"R$ 2,5",comercial,dinheiro,35.949.685/0001-22
2024-01-17,207839,comercio,gas_p45,Copagaz,45,380.0,balcao,credito,77.920.461/0001-93
Jan-31-24,207840,comercio,galao_25l,Lindoya,5,"26,0",telefone,debito,45.581.193/0001-45
Jan-25-24,207841,comercio,gas_p13,Ultragaz,13,110.0,balcao,credito,47.783.423/0001-82
2024-01-05,207842,comercio,gas_p45,Copagaz,8,380.0,balcao,pix,96.305.330/0001-63
27-01-2024,207843,comercio,agua_500ml,Crystal,10,"2,5",telefone,debito,44.696.515/0001-87
08/01/2024,207844,comercio,agua_500ml,Minalba,-5,2.5,balcao,dinheiro,95.300.688/0001-16
2024-01-20,207845,comercio,agua_500ml,Minalba,31,"R$ 2,5",balcao,dinheiro,20.887.752/0001-76
03-01-2024,207846,comercio,gas_p45,Copagaz,24,380.0,balcao,boleto,78.107.850/0001-56
2024-01-21,207847,comercio,agua_500ml,Minalba,50,2.5,telefone,pix,10.233.358/0001-42
Jan-03-24,207848,comercio,galao_25l,Lindoya,29,26.0,whatsapp,debito,
Jan-24-24,207849,comercio,gas_p13,Ultragaz,37,110.0,telefone,pix,20.441.546/0001-70
Jan-16-24,207850,comercio,agua_500ml,Minalba,27,2.5,whatsapp,debito,54.216.351/0001-33
10/01/2024,207851,comercio,gas_p13,Ultragaz,21,110.0,telefone,pix,17.155.845/0001-31
2024-01-23,207852,comercio,agua_500ml,Crystal,39,2.5,telefone,credito,88.698.226/0001-18
08-01-2024,207853,consumidor_final,agua_500ml,Crystal,25,2.5,balcao,pix,
16-01-2024,207854,comercio,agua_500ml,Minalba,37,"R$ 2,5",comercial,dinheiro,17.873.402/0001-67
25-01-2024,207855,consumidor_final,gas_p45,Copagaz,21,"380,0",telefone,credito,
29-01-2024,207856,comercio,gas_p45,Copagaz,25,380.0,comercial,dinheiro,41.117.337/0001-24
02/01/2024,207857,consumidor_final,gas_p45,Fogás,42,380.0,balcao,pix,
16-01-2024,207858,comercio,gas_p45,Copagaz,1,380.0,telefone,debito,
18/01/2024,207859,comercio,gas_p13,Liquigás,45,110.0,comercial,credito,59.893.126/0001-99
2024-01-29,207860,comercio,galao_25l,Lindoya,19,26.0,whatsapp,pix,31.865.353/0001-24
24/01/2024,207861,comercio,galao_25l,Lindoya,43,26.0,telefone,dinheiro,13.466.891/0001-14
11-01-2024,207862,comercio,agua_500ml,Minalba,31,"R$ 2,5",balcao,debito,88.412.271/0001-57
2024-01-28,207863,comercio,gas_p45,Copagaz,48,380.0,comercial,pix,18.725.740/0001-42
Jan-22-24,207864,consumidor_final,gas_p45,Copagaz,8,"R$ 380,0",telefone,credito,
14/01/2024,207865,comercio,agua_500ml,Crystal,14,2.5,telefone,boleto,98.605.952/0001-12
2024-01-23,207866,comercio,gas_p45,Fogás,28,"R$ 380,0",telefone,boleto,
Jan-21-24,207867,comercio,gas_p13,Liquigás,5,110.0,whatsapp,dinheiro,56.350.234/0001-42
15-01-2024,207868,comercio,agua_500ml,Minalba,47,2.5,comercial,debito,72.552.602/0001-45
2024-01-27,207869,comercio,gas_p45,Copagaz,9,380.0,whatsapp,credito,55.516.715/0001-74
02-01-2024,207870,comercio,agua_500ml,Crystal,26,"R$ 2,5",comercial,dinheiro,75.932.662/0001-14
30/01/2024,207871,comercio,agua_500ml,Crystal,10,2.5,comercial,boleto,11.164.910/0001-92
Jan-03-24,207872,comercio,galao_25l,Lindoya,37,"26,0",balcao,pix,74.675.954/0001-63
06/01/2024,207873,comercio,galao_25l,Bonafont,18,"26,0",telefone,pix,20.536.373/0001-51
16-01-2024,207874,comercio,gas_p13,Ultragaz,27,110.0,balcao,boleto,29.783.286/0001-34
22/01/2024,207875,comercio,agua_500ml,Crystal,6,2.5,telefone,boleto,25.474.632/0001-10
2024-01-13,207876,comercio,gas_p13,Ultragaz,45,"110,0",comercial,pix,74.300.570/0001-62
08/01/2024,207877,comercio,gas_p45,Copagaz,2,380.0,whatsapp,boleto,53.581.596/0001-25
11-01-2024,207878,consumidor_final,galao_25l,Lindoya,46,26.0,whatsapp,pix,
2024-01-08,207879,comercio,agua_500ml,Crystal,28,2.5,whatsapp,boleto,55.372.477/0001-76
18/01/2024,207880,comercio,gas_p13,Liquigás,28,"110,0",comercial,credito,68.362.989/0001-22
09/01/2024,207881,comercio,gas_p13,Liquigás,22,110.0,whatsapp,pix,58.538.477/0001-67
15-01-2024,207882,comercio,gas_p45,Copagaz,23,380.0,telefone,debito,26.579.102/0001-48
2024-01-29,207883,consumidor_final,agua_500ml,Minalba,11,2.5,telefone,boleto,
15-01-2024,207884,consumidor_final,agua_500ml,Crystal,20,2.5,whatsapp,,
13-01-2024,207885,comercio,agua_500ml,Crystal,47,2.5,balcao,debito,90.810.593/0001-47
14/01/2024,207886,comercio,gas_p45,Copagaz,4,380.0,balcao,debito,95.253.161/0001-17
12-01-2024,207887,comercio,agua_500ml,Minalba,33,2.5,whatsapp,credito,22.486.157/0001-30
13/01/2024,207888,comercio,gas_p13,Ultragaz,41,110.0,comercial,,44.751.518/0001-71
23/01/2024,207889,consumidor_final,gas_p13,Liquigás,30,110.0,telefone,,
Jan-05-24,207890,consumidor_final,gas_p13,Liquigás,8,110.0,balcao,debito,
2024-01-04,207891,comercio,gas_p45,Copagaz,46,380.0,balcao,debito,82.293.929/0001-80
24/01/2024,207892,consumidor_final,gas_p13,Liquigás,6,110.0,telefone,debito,
2024-01-09,207893,comercio,galao_25l,Bonafont,40,26.0,whatsapp,boleto,20.686.113/0001-58
Jan-02-24,207894,comercio,agua_500ml,Crystal,18,2.5,telefone,boleto,17.738.375/0001-23
28-01-2024,207895,comercio,gas_p13,Liquigás,41,110.0,telefone,pix,80.736.284/0001-72
Jan-11-24,207896,comercio,gas_p45,Copagaz,34,380.0,whatsapp,boleto,96.520.697/0001-69
04-01-2024,207897,comercio,galao_25l,Lindoya,20,26.0,telefone,credito,
11/01/2024,207898,comercio,gas_p45,Copagaz,20,380.0,telefone,dinheiro,93.378.645/0001-46
18/01/2024,207899,comercio,galao_25l,Bonafont,27,26.0,whatsapp,boleto,94.938.700/0001-56
2024-01-19,207900,comercio,galao_25l,Lindoya,1,26.0,whatsapp,pix,93.128.375/0001-73
Jan-02-24,207901,comercio,gas_p13,Ultragaz,29,110.0,balcao,dinheiro,
28-01-2024,207902,comercio,gas_p45,Fogás,36,380.0,telefone,debito,77.830.405/0001-40
2024-01-14,207903,consumidor_final,galao_25l,Lindoya,26,26.0,telefone,pix,
27-01-2024,207904,consumidor_final,gas_p13,Ultragaz,26,110.0,balcao,pix,
22-01-2024,207905,comercio,gas_p13,Liquigás,48,110.0,comercial,,75.508.644/0001-83
Jan-13-24,207906,comercio,galao_25l,Bonafont,7,26.0,comercial,debito,88.967.622/0001-34
27/01/2024,207907,consumidor_final,gas_p45,Fogás,42,"380,0",balcao,debito,
20-01-2024,207908,comercio,agua_500ml,Crystal,41,2.5,telefone,credito,64.171.396/0001-14
Jan-03-24,207909,comercio,galao_25l,Lindoya,38,26.0,whatsapp,,
08-01-2024,207910,comercio,agua_500ml,Minalba,43,2.5,balcao,debito,31.192.576/0001-49
09-01-2024,207911,comercio,gas_p45,Fogás,40,380.0,comercial,boleto,20.414.993/0001-32
10-01-2024,207912,comercio,gas_p13,Ultragaz,37,"R$ 110,0",whatsapp,boleto,12.133.787/0001-18
15/01/2024,207913,comercio,gas_p13,Ultragaz,26,110.0,telefone,boleto,74.376.107/0001-18
20-01-2024,207914,comercio,agua_500ml,Minalba,43,"R$ 2,5",telefone,dinheiro,
Jan-21-24,207915,comercio,gas_p45,Fogás,24,380.0,whatsapp,pix,49.536.490/0001-72
08-01-2024,207916,comercio,gas_p13,Liquigás,48,110.0,balcao,debito,28.210.556/0001-78
2024-01-02,207917,comercio,agua_500ml,Minalba,25,2.5,whatsapp,pix,70.658.948/0001-86
Jan-10-24,207918,consumidor_final,gas_p45,Fogás,42,"380,0",telefone,debito,
08/01/2024,207919,comercio,agua_500ml,Crystal,6,2.5,telefone,boleto,61.538.488/0001-67
27/01/2024,207920,comercio,agua_500ml,Minalba,16,2.5,comercial,credito,38.749.369/0001-96
2024-01-28,207921,comercio,agua_500ml,Crystal,12,2.5,telefone,debito,
2024-01-07,207922,comercio,gas_p45,Fogás,9,380.0,telefone,credito,58.262.341/0001-57
Jan-16-24,207923,comercio,gas_p45,Copagaz,46,380.0,whatsapp,pix,86.656.733/0001-33
Jan-09-24,207924,comercio,gas_p13,Ultragaz,5,110.0,whatsapp,,81.116.910/0001-89
Jan-12-24,207925,comercio,galao_25l,Bonafont,8,26.0,balcao,debito,24.736.320/0001-70
01-01-2024,207926,comercio,gas_p13,Ultragaz,17,110.0,telefone,boleto,21.491.313/0001-24
29/01/2024,207927,consumidor_final,agua_500ml,Crystal,9,2.5,comercial,credito,
2024-01-29,207928,comercio,gas_p13,Liquigás,27,110.0,balcao,boleto,20.586.938/0001-90
2024-01-29,207929,consumidor_final,galao_25l,Lindoya,48,26.0,balcao,boleto,
2024-01-06,207930,comercio,galao_25l,Bonafont,16,26.0,telefone,debito,92.453.474/0001-13
Jan-06-24,207931,consumidor_final,agua_500ml,Minalba,11,2.5,telefone,dinheiro,
30-01-2024,207932,consumidor_final,gas_p45,Fogás,32,380.0,telefone,credito,
04/01/2024,207933,comercio,agua_500ml,Minalba,48,2.5,comercial,credito,17.816.326/0001-73
13-01-2024,,comercio,gas_p45,Fogás,9,380.0,whatsapp,debito,93.548.332/0001-94
Jan-03-24,207935,comercio,gas_p45,Fogás,-5,380.0,comercial,dinheiro,70.103.440/0001-84
Jan-20-24,207936,comercio,agua_500ml,Minalba,38,2.5,balcao,credito,47.371.445/0001-42
