data_venda,id_venda,tipo_cliente,produto,marca,quantidade,preco_unitario,canal_venda,forma_pagamento,cnpj,validacao_cnpj
2024-01-13,211395,comercio,gas_p13,Liquigás,31,110.0,balcao,debito,46.162.641/0001-59,OK
2024-01-06,211396,comercio,agua_500ml,Minalba,44,2.5,comercial,dinheiro,92.211.729/0001-28,OK
2024-01-19,211397,comercio,gas_p45,Copagaz,27,380.0,whatsapp,credito,73.787.607/0001-39,OK
2024-05-01,211398,comercio,gas_p45,Fogás,1,380.0,telefone,boleto,34.693.397/0001-36,OK
2024-06-01,211399,comercio,galao_25l,Bonafont,29,26.0,whatsapp,debito,44.853.710/0001-34,OK
2024-01-17,211400,consumidor_final,gas_p45,Copagaz,49,380.0,balcao,boleto,,OK
2024-10-01,211401,comercio,gas_p45,Copagaz,10,380.0,telefone,debito,55.364.434/0001-18,OK
2024-01-09,211402,comercio,gas_p13,Liquigás,18,110.0,balcao,pix,93.958.148/0001-77,OK
2024-01-29,211403,comercio,agua_500ml,Minalba,10,2.5,whatsapp,pix,93.179.906/0001-61,OK
2024-01-03,211404,comercio,gas_p45,Fogás,13,380.0,telefone,pix,41.322.957/0001-71,OK
2024-05-01,211405,consumidor_final,galao_25l,Lindoya,1,26.0,telefone,boleto,,OK
2024-01-05,211406,comercio,galao_25l,Bonafont,29,26.0,comercial,pix,62.292.738/0001-38,OK
2024-01-17,211407,comercio,agua_500ml,Minalba,3,2.5,whatsapp,dinheiro,65.386.699/0001-84,OK
2024-01-27,211408,comercio,gas_p45,Copagaz,17,380.0,comercial,boleto,33.899.248/0001-51,OK
2024-01-11,211409,comercio,gas_p13,Liquigás,47,110.0,telefone,boleto,39.143.461/0001-25,OK
2024-01-28,211410,consumidor_final,gas_p13,Liquigás,13,110.0,balcao,dinheiro,,OK
2024-01-25,211411,comercio,galao_25l,Bonafont,24,26.0,telefone,pix,90.466.185/0001-67,OK
2024-05-01,211412,consumidor_final,gas_p13,Ultragaz,27,110.0,balcao,pix,,OK
2024-01-18,211413,comercio,gas_p45,Copagaz,31,380.0,telefone,boleto,11.364.524/0001-43,OK
2024-01-04,211414,comercio,gas_p13,Ultragaz,48,110.0,whatsapp,dinheiro,85.399.489/0001-58,OK
2024-01-02,211415,comercio,agua_500ml,Crystal,15,"2,5",whatsapp,credito,43.773.604/0001-69,OK
2024-01-13,211416,comercio,galao_25l,Lindoya,17,26.0,comercial,dinheiro,46.521.708/0001-28,OK
2024-01-08,211417,consumidor_final,agua_500ml,Minalba,6,2.5,whatsapp,debito,,OK
2024-01-14,211418,comercio,gas_p13,Liquigás,24,110.0,comercial,Não Informado,,PENDENTE
2024-01-23,211419,comercio,gas_p45,Fogás,14,380.0,telefone,debito,41.301.885/0001-91,OK
2024-01-31,211420,comercio,agua_500ml,Minalba,17,2.5,telefone,debito,30.869.525/0001-85,OK
2024-01-14,211421,comercio,agua_500ml,Minalba,13,2.5,whatsapp,pix,15.953.927/0001-69,OK
2024-07-01,211422,comercio,gas_p45,Copagaz,29,380.0,balcao,pix,25.813.953/0001-51,OK
2024-01-18,211423,comercio,galao_25l,Lindoya,26,26.0,whatsapp,dinheiro,90.305.219/0001-85,OK
2024-01-12,211424,comercio,gas_p45,Fogás,20,380.0,whatsapp,boleto,,PENDENTE
2024-01-19,211425,consumidor_final,gas_p45,Fogás,29,"R$ 380,0",comercial,credito,,OK
2024-01-16,211426,comercio,gas_p13,Ultragaz,10,"R$ 110,0",balcao,boleto,77.130.817/0001-85,OK
2024-01-01,211427,comercio,gas_p45,Copagaz,11,380.0,telefone,dinheiro,38.872.839/0001-26,OK
2024-01-31,211428,comercio,agua_500ml,Crystal,43,2.5,balcao,boleto,,PENDENTE
2024-01-18,211429,comercio,agua_500ml,Minalba,13,2.5,balcao,credito,22.706.181/0001-28,OK
2024-01-11,211430,comercio,galao_25l,Lindoya,39,26.0,telefone,dinheiro,19.962.911/0001-12,OK
2024-01-18,211431,comercio,gas_p45,Fogás,1,380.0,telefone,boleto,,PENDENTE
2024-01-05,211432,comercio,gas_p13,Ultragaz,14,110.0,whatsapp,dinheiro,29.692.318/0001-58,OK
2024-01-08,211433,comercio,gas_p45,Fogás,12,"R$ 380,0",telefone,debito,73.588.639/0001-12,OK
2024-01-31,211434,comercio,agua_500ml,Crystal,11,2.5,comercial,credito,40.303.379/0001-13,OK
2024-01-24,211435,comercio,agua_500ml,Minalba,44,2.5,comercial,dinheiro,53.367.351/0001-83,OK
2024-01-22,211436,comercio,gas_p45,Fogás,10,380.0,balcao,debito,36.594.427/0001-19,OK
2024-01-18,211437,comercio,galao_25l,Bonafont,42,26.0,balcao,boleto,,PENDENTE
2024-01-22,211438,comercio,galao_25l,Lindoya,13,26.0,balcao,boleto,54.649.393/0001-50,OK
2024-02-01,211439,comercio,gas_p45,Copagaz,42,380.0,telefone,pix,92.186.561/0001-79,OK
2024-01-10,211440,consumidor_final,agua_500ml,Minalba,19,2.5,telefone,dinheiro,,OK
2024-10-01,211441,comercio,gas_p45,Fogás,1,380.0,whatsapp,pix,99.327.881/0001-84,OK
2024-06-01,211442,comercio,agua_500ml,Minalba,37,2.5,balcao,credito,61.635.697/0001-63,OK
2024-01-17,211443,comercio,gas_p45,Fogás,30,380.0,telefone,pix,49.792.995/0001-66,OK
2024-01-14,211444,comercio,gas_p13,Liquigás,43,110.0,comercial,Não Informado,41.746.308/0001-20,OK
2024-01-21,211445,comercio,galao_25l,Lindoya,39,26.0,balcao,boleto,41.389.389/0001-55,OK
2024-01-26,211446,comercio,gas_p13,Liquigás,18,110.0,balcao,pix,91.679.256/0001-58,OK
2024-01-08,211447,consumidor_final,galao_25l,Lindoya,48,26.0,balcao,boleto,,OK
2024-01-07,211448,comercio,agua_500ml,Minalba,24,2.5,comercial,credito,84.786.607/0001-51,OK
2024-09-01,211449,consumidor_final,agua_500ml,Crystal,14,"R$ 2,5",balcao,credito,,OK
2024-01-24,211450,comercio,gas_p45,Fogás,9,380.0,balcao,credito,67.207.374/0001-83,OK
2024-12-01,211451,consumidor_final,galao_25l,Bonafont,30,26.0,comercial,boleto,,OK
2024-04-01,211452,comercio,gas_p13,Ultragaz,3,110.0,balcao,credito,,PENDENTE
2024-01-15,211453,comercio,galao_25l,Bonafont,44,"R$ 26,0",comercial,debito,82.400.556/0001-33,OK
2024-01-28,211454,comercio,galao_25l,Bonafont,3,26.0,whatsapp,debito,,PENDENTE
2024-01-03,211455,comercio,galao_25l,Lindoya,32,26.0,comercial,Não Informado,94.238.516/0001-44,OK
2024-08-01,211456,consumidor_final,gas_p13,Liquigás,29,110.0,telefone,dinheiro,,OK
2024-01-24,211457,consumidor_final,galao_25l,Bonafont,28,26.0,whatsapp,pix,,OK
2024-01-17,211458,comercio,galao_25l,Lindoya,24,26.0,comercial,boleto,46.319.688/0001-92,OK
2024-01-13,211459,comercio,galao_25l,Lindoya,40,"26,0",whatsapp,debito,84.332.423/0001-38,OK
2024-01-22,211460,comercio,gas_p45,Copagaz,50,380.0,telefone,debito,28.618.140/0001-80,OK
2024-09-01,211461,consumidor_final,agua_500ml,Crystal,15,2.5,telefone,dinheiro,,OK
2024-01-15,211462,consumidor_final,gas_p13,Liquigás,24,110.0,balcao,pix,,OK
2024-01-19,211463,comercio,gas_p13,Liquigás,26,"R$ 110,0",whatsapp,boleto,,PENDENTE
2024-03-01,211464,comercio,gas_p45,Copagaz,24,380.0,telefone,debito,41.486.974/0001-68,OK
2024-01-18,211465,comercio,gas_p45,Copagaz,41,"R$ 380,0",comercial,debito,81.822.912/0001-12,OK
2024-01-22,211466,comercio,gas_p45,Fogás,44,380.0,whatsapp,debito,24.150.179/0001-59,OK
2024-06-01,211467,consumidor_final,gas_p45,Fogás,44,380.0,comercial,credito,,OK
2024-01-30,211468,comercio,gas_p45,Fogás,34,380.0,comercial,Não Informado,50.828.113/0001-78,OK
2024-01-14,211469,comercio,agua_500ml,Crystal,24,2.5,comercial,debito,,PENDENTE
2024-01-18,211470,comercio,gas_p45,Fogás,41,380.0,whatsapp,boleto,51.331.612/0001-88,OK
2024-05-01,211471,comercio,gas_p45,Copagaz,32,"R$ 380,0",balcao,dinheiro,36.513.988/0001-51,OK
2024-01-16,211472,comercio,gas_p45,Fogás,2,380.0,whatsapp,boleto,25.816.605/0001-48,OK
2024-05-01,211473,comercio,agua_500ml,Minalba,39,2.5,balcao,boleto,56.446.708/0001-88,OK
2024-01-26,211474,consumidor_final,gas_p13,Liquigás,43,110.0,balcao,boleto,,OK
2024-01-13,211475,comercio,galao_25l,Lindoya,24,26.0,telefone,boleto,83.512.878/0001-87,OK
2024-01-09,211476,comercio,agua_500ml,Minalba,27,2.5,telefone,debito,80.489.368/0001-23,OK
2024-01-06,211477,comercio,galao_25l,Lindoya,46,26.0,comercial,credito,76.404.474/0001-35,OK
2024-01-14,211478,comercio,agua_500ml,Minalba,48,2.5,telefone,debito,61.198.503/0001-98,OK
2024-01-30,211479,comercio,galao_25l,Bonafont,43,26.0,whatsapp,boleto,92.528.983/0001-64,OK
2024-01-27,211480,comercio,gas_p13,Ultragaz,26,110.0,telefone,boleto,30.410.682/0001-45,OK
2024-01-20,211481,comercio,gas_p45,Fogás,49,"R$ 380,0",balcao,debito,86.216.570/0001-19,OK
2024-01-27,211482,comercio,agua_500ml,Crystal,3,2.5,whatsapp,boleto,50.803.212/0001-99,OK
2024-01-24,211483,comercio,gas_p13,Ultragaz,10,110.0,whatsapp,pix,48.501.894/0001-24,OK
2024-01-19,211484,consumidor_final,galao_25l,Lindoya,15,26.0,balcao,debito,,OK
2024-01-05,211485,comercio,galao_25l,Bonafont,31,26.0,whatsapp,credito,53.851.743/0001-79,OK
2024-01-13,211486,comercio,gas_p13,Liquigás,23,110.0,whatsapp,pix,,PENDENTE
2024-02-01,211487,comercio,agua_500ml,Crystal,50,2.5,whatsapp,debito,30.774.932/0001-95,OK
2024-01-30,211488,comercio,galao_25l,Lindoya,5,26.0,balcao,pix,44.799.127/0001-13,OK
2024-01-10,211489,comercio,agua_500ml,Crystal,13,2.5,whatsapp,dinheiro,86.902.799/0001-21,OK
2024-01-15,211490,consumidor_final,gas_p13,Ultragaz,3,110.0,telefone,debito,,OK
2024-01-13,211491,comercio,gas_p13,Ultragaz,42,110.0,telefone,credito,78.774.714/0001-96,OK
2024-01-11,211492,comercio,gas_p45,Copagaz,44,380.0,telefone,debito,,PENDENTE
2024-01-14,211493,consumidor_final,galao_25l,Lindoya,1,26.0,balcao,credito,,OK
2024-02-01,211494,comercio,gas_p45,Copagaz,38,380.0,telefone,pix,52.811.701/0001-59,OK
2024-01-25,211495,comercio,galao_25l,Bonafont,8,26.0,balcao,boleto,86.441.753/0001-13,OK
2024-01-30,211496,comercio,agua_500ml,Minalba,20,2.5,whatsapp,pix,14.871.579/0001-33,OK
2024-01-24,211497,comercio,gas_p45,Copagaz,11,380.0,balcao,debito,78.972.824/0001-37,OK
2024-01-19,211498,consumidor_final,gas_p13,Liquigás,50,110.0,whatsapp,pix,,OK
2024-01-22,211499,comercio,galao_25l,Bonafont,28,26.0,whatsapp,credito,14.509.387/0001-70,OK
2024-08-01,211500,comercio,agua_500ml,Crystal,27,2.5,comercial,Não Informado,68.514.698/0001-29,OK
2024-01-21,211501,comercio,gas_p45,Fogás,13,380.0,comercial,pix,11.422.543/0001-20,OK
2024-01-14,211502,comercio,galao_25l,Lindoya,37,"26,0",comercial,dinheiro,25.860.104/0001-39,OK
2024-05-01,211503,comercio,gas_p45,Copagaz,31,380.0,whatsapp,boleto,67.172.470/0001-42,OK
2024-01-06,211504,comercio,galao_25l,Bonafont,20,"R$ 26,0",comercial,boleto,32.833.611/0001-31,OK
2024-06-01,211505,comercio,gas_p13,Ultragaz,47,110.0,comercial,boleto,68.722.352/0001-47,OK
2024-01-26,211506,comercio,gas_p45,Fogás,22,380.0,whatsapp,debito,,PENDENTE
2024-12-01,211507,consumidor_final,gas_p45,Fogás,14,380.0,whatsapp,boleto,,OK
2024-01-18,211508,comercio,gas_p13,Liquigás,43,110.0,whatsapp,Não Informado,77.148.456/0001-52,OK
2024-01-23,211509,consumidor_final,agua_500ml,Crystal,39,2.5,telefone,debito,,OK
2024-01-11,211510,comercio,gas_p13,Ultragaz,34,110.0,telefone,credito,52.561.343/0001-44,OK
2024-01-10,211511,consumidor_final,agua_500ml,Crystal,48,2.5,telefone,debito,,OK
2024-01-12,211512,consumidor_final,agua_500ml,Crystal,33,2.5,comercial,pix,,OK
2024-01-31,211513,comercio,gas_p13,Liquigás,2,110.0,whatsapp,pix,67.286.789/0001-62,OK
2024-01-04,211514,comercio,gas_p13,Ultragaz,26,110.0,comercial,pix,92.848.426/0001-10,OK
2024-07-01,211515,comercio,gas_p13,Ultragaz,12,"R$ 110,0",balcao,credito,71.505.141/0001-62,OK
2024-01-18,211516,consumidor_final,gas_p13,Ultragaz,5,110.0,telefone,dinheiro,,OK
2024-06-01,211517,comercio,gas_p45,Fogás,27,380.0,telefone,boleto,99.864.108/0001-95,OK
2024-03-01,211518,comercio,gas_p13,Ultragaz,1,110.0,balcao,pix,99.918.934/0001-85,OK
2024-01-19,211519,comercio,galao_25l,Lindoya,2,"26,0",telefone,Não Informado,10.933.345/0001-11,OK
2024-01-16,211520,comercio,agua_500ml,Crystal,35,2.5,comercial,Não Informado,45.930.408/0001-85,OK
2024-01-12,211521,comercio,galao_25l,Bonafont,45,"26,0",balcao,credito,44.571.623/0001-89,OK
2024-05-01,211522,consumidor_final,agua_500ml,Crystal,13,"2,5",balcao,boleto,,OK
2024-01-14,211524,comercio,gas_p45,Fogás,37,380.0,telefone,credito,86.539.618/0001-55,OK
2024-01-31,211525,comercio,galao_25l,Lindoya,19,26.0,comercial,Não Informado,86.485.177/0001-46,OK
2024-01-17,211526,comercio,gas_p13,Liquigás,17,110.0,whatsapp,pix,34.310.391/0001-80,OK
2024-01-30,211527,comercio,galao_25l,Lindoya,23,26.0,telefone,dinheiro,44.372.374/0001-68,OK
2024-01-18,211528,comercio,galao_25l,Bonafont,40,26.0,balcao,boleto,,PENDENTE
2024-01-07,211529,comercio,gas_p13,Liquigás,38,110.0,comercial,dinheiro,59.773.619/0001-72,OK
2024-01-13,211530,comercio,gas_p13,Ultragaz,5,110.0,balcao,pix,40.577.313/0001-87,OK
2024-01-07,211531,comercio,gas_p45,Copagaz,6,380.0,comercial,pix,94.118.381/0001-45,OK
2024-01-16,211532,comercio,gas_p13,Liquigás,9,110.0,whatsapp,pix,21.407.948/0001-56,OK
2024-08-01,211533,comercio,agua_500ml,Minalba,1,2.5,comercial,credito,44.377.446/0001-41,OK
2024-01-17,211534,comercio,galao_25l,Bonafont,45,26.0,comercial,Não Informado,24.290.870/0001-95,OK
2024-01-21,211535,comercio,galao_25l,Lindoya,29,26.0,balcao,boleto,80.546.972/0001-54,OK
2024-01-24,211536,comercio,gas_p45,Copagaz,23,380.0,telefone,credito,41.346.207/0001-86,OK
2024-01-16,211537,comercio,galao_25l,Lindoya,50,26.0,telefone,boleto,65.543.942/0001-33,OK
2024-01-27,211538,comercio,agua_500ml,Minalba,23,2.5,balcao,dinheiro,35.964.109/0001-24,OK
2024-01-02,211539,comercio,galao_25l,Bonafont,22,26.0,whatsapp,debito,49.460.371/0001-18,OK
2024-01-31,211540,consumidor_final,galao_25l,Bonafont,31,26.0,telefone,credito,,OK
2024-01-16,211541,comercio,gas_p45,Fogás,24,380.0,whatsapp,boleto,91.424.766/0001-44,OK
2024-01-26,211542,comercio,galao_25l,Bonafont,10,26.0,telefone,pix,69.252.109/0001-91,OK
2024-01-03,211543,comercio,gas_p13,Liquigás,10,110.0,whatsapp,boleto,10.320.162/0001-32,OK
2024-01-29,211544,comercio,agua_500ml,Minalba,25,2.5,balcao,debito,61.321.125/0001-50,OK
2024-01-21,211545,comercio,gas_p45,Copagaz,6,"R$ 380,0",whatsapp,pix,76.861.874/0001-72,OK
2024-01-22,211546,comercio,galao_25l,Lindoya,44,26.0,comercial,debito,85.619.101/0001-46,OK
2024-01-17,211547,comercio,gas_p13,Ultragaz,1,110.0,whatsapp,pix,29.789.453/0001-63,OK
2024-01-28,211548,comercio,gas_p45,Copagaz,23,380.0,telefone,pix,82.587.154/0001-25,OK
2024-01-20,211549,comercio,agua_500ml,Minalba,24,2.5,balcao,credito,91.303.580/0001-97,OK
2024-01-05,211550,comercio,gas_p13,Ultragaz,48,"R$ 110,0",comercial,credito,92.856.497/0001-78,OK
2024-04-01,211551,comercio,gas_p45,Copagaz,9,380.0,telefone,credito,38.578.956/0001-67,OK
2024-01-31,211552,comercio,agua_500ml,Minalba,15,2.5,comercial,debito,65.688.696/0001-37,OK
2024-01-23,211553,comercio,galao_25l,Lindoya,34,"R$ 26,0",telefone,boleto,34.477.530/0001-44,OK
2024-01-02,211554,comercio,gas_p45,Fogás,21,380.0,telefone,pix,40.226.527/0001-61,OK
2024-01-05,211555,consumidor_final,gas_p45,Copagaz,21,380.0,balcao,debito,,OK
2024-01-16,211556,comercio,agua_500ml,Minalba,37,2.5,telefone,debito,95.579.862/0001-21,OK
2024-01-15,211557,comercio,gas_p13,Ultragaz,11,110.0,telefone,pix,95.719.580/0001-84,OK
2024-01-17,211558,comercio,galao_25l,Bonafont,48,26.0,comercial,Não Informado,,PENDENTE
2024-01-22,211559,comercio,galao_25l,Lindoya,2,26.0,comercial,credito,22.849.163/0001-46,OK
2024-05-01,211560,comercio,gas_p13,Ultragaz,16,"110,0",telefone,boleto,26.487.450/0001-16,OK
2024-01-13,211561,comercio,galao_25l,Lindoya,8,26.0,comercial,pix,76.607.480/0001-96,OK
2024-01-05,211562,consumidor_final,gas_p13,Ultragaz,6,110.0,telefone,boleto,,OK
2024-01-31,211563,comercio,galao_25l,Bonafont,38,"R$ 26,0",telefone,debito,76.637.853/0001-98,OK
2024-01-20,211564,comercio,agua_500ml,Minalba,32,2.5,balcao,debito,78.961.322/0001-35,OK
2024-01-30,211565,comercio,agua_500ml,Crystal,40,2.5,telefone,credito,,PENDENTE
2024-01-12,211566,consumidor_final,agua_500ml,Minalba,11,2.5,comercial,credito,,OK
2024-01-23,211567,consumidor_final,gas_p13,Ultragaz,47,110.0,balcao,credito,,OK
2024-01-07,211568,comercio,gas_p45,Copagaz,23,380.0,telefone,Não Informado,74.194.522/0001-34,OK
2024-10-01,211569,consumidor_final,gas_p45,Copagaz,31,380.0,telefone,debito,,OK
2024-01-16,211570,comercio,gas_p45,Fogás,32,"R$ 380,0",whatsapp,pix,86.330.138/0001-53,OK
2024-01-29,211571,comercio,gas_p13,Liquigás,2,110.0,whatsapp,Não Informado,30.894.500/0001-63,OK
2024-01-22,211572,comercio,agua_500ml,Minalba,38,2.5,comercial,debito,23.257.933/0001-72,OK
2024-01-19,211573,comercio,gas_p45,Copagaz,14,380.0,telefone,dinheiro,,PENDENTE
2024-10-01,211574,comercio,agua_500ml,Crystal,23,2.5,balcao,boleto,84.975.232/0001-73,OK
2024-01-14,211575,comercio,gas_p45,Fogás,1,380.0,whatsapp,credito,33.584.731/0001-64,OK
2024-01-23,211576,comercio,gas_p45,Fogás,22,380.0,telefone,dinheiro,36.345.954/0001-46,OK
2024-01-16,211577,comercio,galao_25l,Lindoya,10,"R$ 26,0",whatsapp,credito,,PENDENTE
2024-01-29,211578,comercio,gas_p45,Copagaz,50,380.0,whatsapp,boleto,80.791.343/0001-85,OK
2024-01-06,211579,comercio,gas_p45,Fogás,31,380.0,balcao,pix,74.642.837/0001-55,OK
2024-01-18,211580,consumidor_final,gas_p13,Liquigás,6,110.0,whatsapp,pix,,OK
2024-10-01,211581,comercio,agua_500ml,Minalba,36,2.5,balcao,debito,37.732.362/0001-95,OK
2024-01-22,211582,comercio,gas_p13,Liquigás,1,110.0,whatsapp,debito,18.529.916/0001-84,OK
2024-01-21,211583,comercio,gas_p45,Fogás,1,380.0,whatsapp,boleto,38.336.396/0001-99,OK
2024-09-01,211584,comercio,agua_500ml,Crystal,10,2.5,comercial,credito,29.510.719/0001-11,OK
2024-12-01,211585,comercio,gas_p45,Fogás,7,380.0,comercial,credito,65.105.400/0001-37,OK
2024-02-01,211586,consumidor_final,galao_25l,Lindoya,22,26.0,whatsapp,boleto,,OK
2024-09-01,211587,comercio,agua_500ml,Minalba,19,2.5,whatsapp,credito,35.277.220/0001-41,OK
2024-01-17,211588,consumidor_final,gas_p45,Copagaz,18,380.0,balcao,boleto,,OK
2024-01-27,211589,comercio,gas_p13,Liquigás,19,"110,0",telefone,pix,58.940.462/0001-31,OK
2024-01-17,211590,comercio,gas_p13,Liquigás,41,110.0,balcao,debito,19.977.357/0001-95,OK
2024-03-01,211591,comercio,agua_500ml,Crystal,22,"R$ 2,5",telefone,boleto,28.117.984/0001-41,OK
2024-01-21,211592,comercio,gas_p45,Copagaz,39,380.0,whatsapp,Não Informado,85.630.367/0001-53,OK
2024-01-16,211593,comercio,agua_500ml,Minalba,1,2.5,comercial,debito,59.207.298/0001-44,OK
2024-01-07,211594,comercio,galao_25l,Lindoya,13,26.0,balcao,credito,55.632.574/0001-95,OK
2024-01-09,211595,comercio,gas_p45,Copagaz,10,380.0,comercial,pix,,PENDENTE
2024-01-22,211596,comercio,agua_500ml,Minalba,15,2.5,telefone,pix,64.213.361/0001-36,OK
2024-01-14,211597,comercio,gas_p13,Ultragaz,33,110.0,whatsapp,dinheiro,24.701.642/0001-14,OK
2024-01-15,211598,comercio,gas_p13,Liquigás,1,110.0,comercial,dinheiro,59.495.663/0001-68,OK
2024-01-24,211599,comercio,gas_p13,Ultragaz,44,110.0,telefone,credito,13.487.622/0001-11,OK
2024-01-16,211600,comercio,gas_p45,Copagaz,20,380.0,comercial,credito,96.262.518/0001-22,OK
2024-07-01,211601,comercio,gas_p45,Fogás,42,380.0,whatsapp,dinheiro,37.904.239/0001-27,OK
2024-06-01,211602,comercio,galao_25l,Bonafont,45,"R$ 26,0",telefone,Não Informado,35.397.363/0001-94,OK
2024-09-01,211603,comercio,gas_p13,Ultragaz,8,"110,0",comercial,pix,37.112.661/0001-98,OK
2024-01-27,211604,comercio,agua_500ml,Minalba,9,2.5,balcao,dinheiro,46.348.906/0001-77,OK
2024-01-26,211605,consumidor_final,gas_p13,Ultragaz,47,110.0,comercial,boleto,,OK
2024-01-23,211606,comercio,galao_25l,Lindoya,2,26.0,comercial,credito,63.633.624/0001-67,OK
2024-12-01,211607,comercio,gas_p45,Fogás,47,380.0,comercial,pix,27.873.826/0001-57,OK
2024-01-19,211608,comercio,agua_500ml,Minalba,28,2.5,comercial,boleto,44.237.677/0001-66,OK
2024-01-16,211609,comercio,agua_500ml,Minalba,2,2.5,comercial,credito,62.173.235/0001-86,OK
2024-01-22,211610,comercio,gas_p45,Fogás,1,380.0,comercial,dinheiro,15.277.691/0001-83,OK
2024-01-08,211611,comercio,gas_p13,Ultragaz,48,110.0,comercial,debito,96.326.288/0001-36,OK
2024-01-13,211612,consumidor_final,gas_p13,Liquigás,38,110.0,comercial,credito,,OK
2024-01-13,211613,comercio,gas_p13,Ultragaz,8,110.0,whatsapp,debito,84.229.770/0001-70,OK
2024-01-04,211614,consumidor_final,gas_p13,Liquigás,10,"R$ 110,0",balcao,credito,,OK
2024-01-06,211615,comercio,gas_p13,Liquigás,36,110.0,balcao,credito,,PENDENTE
2024-01-21,211616,comercio,gas_p45,Fogás,20,380.0,telefone,pix,55.427.291/0001-89,OK
2024-01-15,211617,comercio,gas_p13,Ultragaz,27,110.0,comercial,boleto,23.360.503/0001-19,OK
2024-01-20,211618,comercio,galao_25l,Lindoya,39,"R$ 26,0",comercial,dinheiro,21.919.718/0001-91,OK
2024-01-28,211619,comercio,galao_25l,Bonafont,3,26.0,telefone,boleto,56.228.821/0001-13,OK
2024-01-14,211620,comercio,agua_500ml,Minalba,16,2.5,whatsapp,boleto,24.160.596/0001-64,OK
2024-01-24,211622,consumidor_final,gas_p45,Copagaz,46,380.0,whatsapp,pix,,OK
2024-01-26,211623,comercio,galao_25l,Lindoya,45,26.0,comercial,credito,73.797.341/0001-97,OK
2024-01-06,211624,comercio,galao_25l,Bonafont,46,26.0,balcao,debito,22.908.551/0001-97,OK
2024-01-18,211625,comercio,agua_500ml,Minalba,29,2.5,telefone,dinheiro,67.665.369/0001-29,OK
2024-01-14,211626,consumidor_final,agua_500ml,Minalba,30,2.5,telefone,pix,,OK
2024-01-11,211627,comercio,galao_25l,Lindoya,33,26.0,comercial,credito,80.169.841/0001-18,OK
2024-08-01,211628,comercio,gas_p13,Ultragaz,48,110.0,telefone,boleto,49.181.249/0001-67,OK
2024-01-14,211629,comercio,galao_25l,Bonafont,43,26.0,telefone,dinheiro,88.761.741/0001-18,OK
2024-01-29,211630,comercio,gas_p45,Fogás,19,380.0,comercial,dinheiro,,PENDENTE
2024-01-19,211631,comercio,gas_p13,Ultragaz,23,110.0,telefone,pix,19.955.895/0001-61,OK
2024-01-22,211632,comercio,galao_25l,Bonafont,47,26.0,whatsapp,pix,62.846.335/0001-55,OK
2024-01-18,211633,consumidor_final,gas_p13,Liquigás,4,110.0,telefone,debito,,OK
2024-01-14,211634,comercio,gas_p45,Copagaz,1,"R$ 380,0",whatsapp,boleto,26.413.228/0001-10,OK
2024-01-18,211635,comercio,gas_p13,Ultragaz,47,110.0,comercial,debito,20.395.973/0001-42,OK
2024-01-21,211636,comercio,gas_p13,Ultragaz,8,110.0,whatsapp,dinheiro,50.783.745/0001-74,OK
2024-01-11,211637,consumidor_final,gas_p45,Fogás,13,380.0,balcao,dinheiro,,OK
2024-01-19,211638,comercio,gas_p13,Ultragaz,9,110.0,balcao,dinheiro,77.745.858/0001-49,OK
2024-01-25,211639,comercio,gas_p13,Ultragaz,1,110.0,telefone,boleto,82.827.191/0001-51,OK
2024-01-05,211640,comercio,gas_p13,Ultragaz,34,110.0,telefone,boleto,73.308.616/0001-44,OK
2024-01-12,211641,comercio,agua_500ml,Crystal,2,2.5,telefone,dinheiro,15.659.212/0001-56,OK
2024-01-27,211642,comercio,galao_25l,Lindoya,38,"R$ 26,0",whatsapp,credito,43.205.959/0001-21,OK
2024-03-01,211643,consumidor_final,gas_p13,Ultragaz,29,110.0,whatsapp,credito,,OK
2024-01-08,211644,consumidor_final,agua_500ml,Crystal,32,2.5,balcao,boleto,,OK
2024-01-18,211645,comercio,gas_p45,Copagaz,4,"R$ 380,0",comercial,Não Informado,18.750.588/0001-18,OK
2024-01-29,211646,comercio,gas_p45,Copagaz,12,380.0,comercial,boleto,71.867.808/0001-94,OK
2024-08-01,211647,comercio,gas_p45,Copagaz,22,380.0,whatsapp,boleto,63.362.686/0001-34,OK
2024-01-26,211648,consumidor_final,agua_500ml,Minalba,49,2.5,whatsapp,debito,,OK
2024-01-28,211649,comercio,gas_p13,Ultragaz,22,110.0,comercial,credito,71.185.900/0001-70,OK
2024-01-28,211650,consumidor_final,agua_500ml,Crystal,6,2.5,whatsapp,boleto,,OK
2024-02-01,211651,comercio,gas_p45,Copagaz,38,380.0,comercial,debito,53.120.555/0001-44,OK
2024-01-06,211652,comercio,galao_25l,Lindoya,49,26.0,whatsapp,boleto,18.375.779/0001-85,OK
2024-01-17,211653,comercio,agua_500ml,Minalba,10,2.5,balcao,debito,60.356.157/0001-53,OK
2024-01-09,211654,consumidor_final,agua_500ml,Crystal,45,2.5,comercial,credito,,OK
2024-01-22,211655,consumidor_final,galao_25l,Lindoya,32,"26,0",comercial,dinheiro,,OK
2024-01-31,211656,comercio,gas_p13,Ultragaz,17,110.0,balcao,boleto,88.690.781/0001-51,OK
2024-01-15,211657,comercio,gas_p45,Copagaz,40,380.0,comercial,credito,20.709.585/0001-92,OK
2024-01-28,211658,comercio,galao_25l,Bonafont,26,"26,0",whatsapp,debito,33.925.369/0001-70,OK
